,location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
0,"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,no2,131.87,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.912811,77.60922,0.25
1,"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,o3,15.57,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.912811,77.60922,0.25
2,"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,pm25,45.62,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.912811,77.60922,0.25
3,"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,so2,4.49,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.912811,77.60922,0.25
4,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,IN,co,840.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
5,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,IN,no2,166.55,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
6,BWSSB Kadabesanahalli,Bengaluru,IN,o3,17.11,2017-02-12 01:45:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
7,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,IN,pm25,40.94,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
8,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,IN,so2,6.63,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.938906,77.69727,0.25
9,City Railway Station - KSPCB,Bengaluru,IN,co,1510.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.977347,77.570694,0.25
10,City Railway Station - KSPCB,Bengaluru,IN,no2,46.86,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.977347,77.570694,0.25
11,City Railway Station - KSPCB,Bengaluru,IN,pm10,218.44,2018-02-22 03:00:00+00:00,µg/m³,CPCB,12.977347,77.570694,0.25
12,City Railway Station - KSPCB,Bengaluru,IN,so2,5.88,2018-02-21 13:30:00+00:00,µg/m³,CPCB,12.977347,77.570694,0.25
13,SaneguravaHalli - KSPCB,Bengaluru,IN,co,330.0,2018-02-21 23:45:00+00:00,µg/m³,CPCB,12.99167,77.54583,0.25
14,SaneguravaHalli - KSPCB,Bengaluru,IN,no2,23.67,2018-02-21 23:45:00+00:00,µg/m³,CPCB,12.99167,77.54583,0.25
15,SaneguravaHalli - KSPCB,Bengaluru,IN,pm10,64.75,2018-02-21 23:45:00+00:00,µg/m³,CPCB,12.99167,77.54583,0.25
16,SaneguravaHalli - KSPCB,Bengaluru,IN,so2,3.88,2018-02-21 23:45:00+00:00,µg/m³,CPCB,12.99167,77.54583,0.25
17,IIT,Chennai,IN,co,850.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
18,IIT,Chennai,IN,no2,6.13,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
19,IIT,Chennai,IN,o3,19.79,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
20,IIT,Chennai,IN,pm25,70.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
21,IIT,Chennai,IN,so2,7.9,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.992514,80.23745,0.25
22,Alandur Bus Depot,Chennai,IN,co,5300.0,2017-10-11 08:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
23,Alandur Bus Depot,Chennai,IN,no2,12.39,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
24,Alandur Bus Depot,Chennai,IN,o3,6.82,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
25,Alandur Bus Depot,Chennai,IN,pm25,111.73,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
26,Alandur Bus Depot,Chennai,IN,so2,29.3,2018-02-22 03:45:00+00:00,µg/m³,CPCB,12.997114,80.19151,0.25
27,"Peenya, Bengaluru - KSPCB",Bengaluru,IN,co,970.0,2018-02-22 02:45:00+00:00,µg/m³,CPCB,13.0339,77.513214,0.25
28,"Peenya, Bengaluru - KSPCB",Bengaluru,IN,no2,25.02,2018-02-22 02:45:00+00:00,µg/m³,CPCB,13.0339,77.513214,0.25
29,"Peenya, Bengaluru - KSPCB",Bengaluru,IN,pm25,43.79,2018-02-22 02:45:00+00:00,µg/m³,CPCB,13.0339,77.513214,0.25
30,"Peenya, Bengaluru - KSPCB",Bengaluru,IN,so2,3.83,2018-02-22 02:45:00+00:00,µg/m³,CPCB,13.0339,77.513214,0.25
31,Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,co,310.0,2017-06-20 06:00:00+00:00,µg/m³,CPCB,17.423298,78.4747,0.25
32,Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,o3,13.5,2017-06-20 06:00:00+00:00,µg/m³,CPCB,17.423298,78.4747,0.25
33,Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,pm25,23.0,2017-06-20 06:00:00+00:00,µg/m³,CPCB,17.423298,78.4747,0.25
34,Sanathnagar - Hyderabad - TSPCB,Hyderabad,IN,so2,5.5,2017-06-20 06:00:00+00:00,µg/m³,CPCB,17.423298,78.4747,0.25
35,AAQMS Karve Road Pune,Pune,IN,co,1220.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
36,AAQMS Karve Road Pune,Pune,IN,o3,15.76,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
37,AAQMS Karve Road Pune,Pune,IN,pm10,165.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
38,AAQMS Karve Road Pune,Pune,IN,pm25,66.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
39,AAQMS Karve Road Pune,Pune,IN,so2,22.85,2018-02-22 03:00:00+00:00,µg/m³,CPCB,18.497484,73.81349,0.25
40,Maharashtra Pollution Control Board Bandra,Mumbai,IN,co,1670.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.041847,72.86552,0.25
41,Maharashtra Pollution Control Board Bandra,Mumbai,IN,no2,7.04,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.041847,72.86552,0.25
42,Maharashtra Pollution Control Board Bandra,Mumbai,IN,o3,19.21,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.041847,72.86552,0.25
43,Maharashtra Pollution Control Board Bandra,Mumbai,IN,pm10,295.97,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.041847,72.86552,0.25
44,Maharashtra Pollution Control Board Bandra,Mumbai,IN,pm25,86.15,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.041847,72.86552,0.25
45,Maharashtra Pollution Control Board Bandra,Mumbai,IN,so2,18.35,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.041847,72.86552,0.25
46,Navi Mumbai Municipal Corporation Airoli,Navi Mumbai,IN,pm25,20.4,2017-10-04 04:15:00+00:00,µg/m³,CPCB,19.1494,72.9986,0.25
47,Chandrapur,Chandrapur,IN,co,1020.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
48,Chandrapur,Chandrapur,IN,no2,18.8,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
49,Chandrapur,Chandrapur,IN,o3,15.7,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
50,Chandrapur,Chandrapur,IN,pm10,179.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
51,Chandrapur,Chandrapur,IN,pm25,91.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
52,Chandrapur,Chandrapur,IN,so2,8.1,2018-02-22 04:00:00+00:00,µg/m³,CPCB,19.95,79.3,0.25
53,Victoria Memorial - WBPCB,Kolkata,IN,co,2130.0,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
54,Victoria Memorial - WBPCB,Kolkata,IN,no2,14.61,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
55,Victoria Memorial - WBPCB,Kolkata,IN,o3,28.9,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
56,Victoria Memorial - WBPCB,Kolkata,IN,pm10,123.07,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
57,Victoria Memorial - WBSPCB,Kolkata,IN,pm25,0.0,2017-10-16 20:45:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
58,Victoria Memorial - WBPCB,Kolkata,IN,so2,5.09,2017-10-18 03:15:00+00:00,µg/m³,CPCB,22.572645,88.36389,0.25
59,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,co,420.0,2017-10-26 06:00:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
60,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,no2,39.7,2017-10-28 14:30:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
61,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,o3,31.41,2017-10-20 09:00:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
62,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,pm10,209.3,2017-10-28 13:00:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
63,RBU - WBSPCB,Kolkata,IN,pm25,34.6,2016-06-28 04:32:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
64,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,IN,so2,0.0,2017-10-28 14:30:00+00:00,µg/m³,CPCB,22.627874,88.3804,0.25
65,Collectorate - Gaya - BSPCB,Gaya,IN,co,680.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
66,Collectorate - Gaya - BSPCB,Gaya,IN,no2,43.7,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
67,Collectorate - Gaya - BSPCB,Gaya,IN,o3,131.2,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
68,Collectorate - Gaya - BSPCB,Gaya,IN,pm25,105.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
69,Collectorate - Gaya - BSPCB,Gaya,IN,so2,9.5,2018-02-22 03:00:00+00:00,µg/m³,CPCB,24.74897,84.94384,0.25
70,Ardhali Bazar,Varanasi,IN,co,1620.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
71,Ardhali Bazar,Varanasi,IN,no2,156.6,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
72,Ardhali Bazar,Varanasi,IN,o3,8.23,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
73,Ardhali Bazar,Varanasi,IN,pm10,519.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
74,Ardhali Bazar,Varanasi,IN,pm25,288.0,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
75,Ardhali Bazar,Varanasi,IN,so2,20.7,2018-02-22 03:00:00+00:00,µg/m³,CPCB,25.350555,82.97833,0.25
76,IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,co,1120.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
77,IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,no2,11.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
78,IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,o3,39.2,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
79,IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,pm25,203.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
80,IGSC Planetarium Complex - Patna - BSPCB,Patna,IN,so2,11.9,2018-02-22 03:45:00+00:00,µg/m³,CPCB,25.3636,85.0755,0.25
81,Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,co,2080.0,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
82,Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,no2,43.4,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
83,Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,o3,2.4,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
84,Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,pm25,245.0,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
85,Collectorate - Muzaffarpur - BSPCB,Muzaffarpur,IN,so2,16.9,2018-02-21 23:45:00+00:00,µg/m³,CPCB,26.0762,85.4115,0.25
86,Collectorate Jodhpur - RSPCB,Jodhpur,IN,co,70.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
87,Collectorate Jodhpur - RSPCB,Jodhpur,IN,no2,68.44,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
88,Collectorate Jodhpur - RSPCB,Jodhpur,IN,o3,5.63,2016-06-24 10:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
89,Collectorate Jodhpur - RSPCB,Jodhpur,IN,pm10,353.0,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
90,Collectorate Jodhpur - RSPCB,Jodhpur,IN,pm25,146.3,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
91,Collectorate Jodhpur - RSPCB,Jodhpur,IN,so2,4.81,2018-02-22 03:45:00+00:00,µg/m³,CPCB,26.292065,73.03791,0.25
92,Nehru Nagar,Kanpur,IN,co,2450.0,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
93,Nehru Nagar,Kanpur,IN,no2,109.3,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
94,Nehru Nagar,Kanpur,IN,o3,11.7,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
95,Nehru Nagar,Kanpur,IN,pm25,167.0,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
96,Nehru Nagar,Kanpur,IN,so2,12.4,2018-02-22 03:15:00+00:00,µg/m³,CPCB,26.470308,80.32517,0.25
97,"Lalbagh, DN Park",Lucknow,IN,co,1190.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
98,"Lalbagh, DN Park",Lucknow,IN,no2,109.32,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
99,"Lalbagh, DN Park",Lucknow,IN,o3,22.72,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
100,"Lalbagh, DN Park",Lucknow,IN,pm25,224.64,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
101,"Lalbagh, DN Park",Lucknow,IN,so2,30.9,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.845787,80.93874,0.25
102,Central School,Lucknow,IN,co,1350.0,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
103,Central School,Lucknow,IN,no2,9.56,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
104,Central School,Lucknow,IN,o3,8.31,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
105,Central School,Lucknow,IN,pm25,190.61,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
106,Central School,Lucknow,IN,so2,7.71,2018-02-22 04:00:00+00:00,µg/m³,CPCB,26.852728,80.99633,0.25
107,VK Industrial Area Jaipur - RSPCB,Jaipur,IN,co,1220.0,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
108,VK Industrial Area Jaipur - RSPCB,Jaipur,IN,no2,39.55,2017-06-08 12:15:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
109,VK Industrial Area Jaipur - RSPCB,Jaipur,IN,o3,116.63,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
110,VK Industrial Area Jaipur - RSPCB,Jaipur,IN,pm10,70.2,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
111,VK Industrial Area Jaipur - RSPCB,Jaipur,IN,pm25,24.0,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
112,VK Industrial Area Jaipur - RSPCB,Jaipur,IN,so2,95.98,2017-06-12 05:30:00+00:00,µg/m³,CPCB,26.973877,75.77388,0.25
113,"Sector16A, Faridabad - HSPCB",Faridabad,IN,co,10.0,2018-02-07 06:35:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
114,"Sector16A, Faridabad - HSPCB",Faridabad,IN,no2,69.44,2018-02-22 03:25:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
115,"Sector16A, Faridabad - HSPCB",Faridabad,IN,o3,5.46,2018-02-22 03:25:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
116,"Sector16A, Faridabad - HSPCB",Faridabad,IN,pm10,110.0,2018-01-29 13:50:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
117,"Sector16A, Faridabad - HSPCB",Faridabad,IN,pm25,232.0,2018-02-22 03:25:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
118,"Sector16A, Faridabad - HSPCB",Faridabad,IN,so2,8.19,2018-02-22 03:25:00+00:00,µg/m³,CPCB,28.410122,77.313774,0.25
119,Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,co,240.0,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
120,Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,no2,18.89,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
121,Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,o3,10.57,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
122,Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,pm10,132.94,2016-04-12 09:30:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
123,Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,pm25,170.84,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
124,Vikas Sadan Gurgaon - HSPCB,Gurgaon,IN,so2,10.84,2018-02-22 03:15:00+00:00,µg/m³,CPCB,28.450129,77.026306,0.25
125,"MD University, Rohtak - HSPCB",Rohtak,IN,pm10,72.92,2017-10-13 09:15:00+00:00,µg/m³,CPCB,28.52123,76.37138,0.25
126,"Zakopane, ul. Sienkiewicza",Zakopane,PL,bc,1.40855,2018-12-31 22:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
127,"Zakopane, ul. Sienkiewicza",Zakopane,PL,co,178.06,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
128,"Zakopane, ul. Sienkiewicza",Zakopane,PL,no2,4.82568,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
129,"Zakopane, ul. Sienkiewicza",Zakopane,PL,o3,64.9511,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
130,"Zakopane, ul. Sienkiewicza",Zakopane,PL,pm10,13.3278,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
131,"Zakopane, ul. Sienkiewicza",Zakopane,PL,so2,3.21934,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.293564,19.960083,
132,Polanczyk-mobilna,Polańczyk,PL,pm10,10.1006,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.374207,22.439453,
133,Polanczyk-mobilna,Polańczyk,PL,pm25,5.77714,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.374207,22.439453,
134,"Krynica, ul. Bulwary Dietla",Krynica-Zdrój,PL,pm10,7.15067,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.416977,20.956146,
135,"Nowy Targ, Plac Słowackiego",Nowy Targ,PL,bc,0.41666,2019-12-31 22:00:00+00:00,µg/m³,GIOS,49.483597,20.028992,
136,"Nowy Targ, Plac Słowackiego",Nowy Targ,PL,pm10,12.7987,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.483597,20.028992,
137,"Nowy Targ, Plac Słowackiego",Nowy Targ,PL,so2,3.05319,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.483597,20.028992,
138,Krempna-MPN-WIOS,Krempna,PL,no2,4.08637,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.511295,21.498606,
139,Krempna-MPN-WIOS,Krempna,PL,o3,69.7083,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.511295,21.498606,
140,Krempna-MPN-WIOS,Krempna,PL,so2,2.53439,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.511295,21.498606,
141,Rymanów-Zdrój-Samorząd,Rymanów-Zdrój,PL,pm10,0.46956,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.54654,21.851006,
142,Rymanów-Zdrój-Samorząd,Rymanów-Zdrój,PL,pm25,0.43284,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.54654,21.851006,
143,"Rabka-Zdrój, ul. Orkana",Rabka-Zdrój,PL,pm10,9.80982,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.608646,19.966007,
144,"Nowy Sącz, ul. Nadbrzeżna",Nowy Sącz,PL,bc,0.15,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.61928,20.714403,
145,"Nowy Sącz, ul. Nadbrzeżna",Nowy Sącz,PL,no2,7.17956,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.61928,20.714403,
146,"Nowy Sącz, ul. Nadbrzeżna",Nowy Sącz,PL,pm10,8.16565,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.61928,20.714403,
147,"Nowy Sącz, ul. Nadbrzeżna",Nowy Sącz,PL,so2,4.18352,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.61928,20.714403,
148,Szymbark,Szymbark,PL,no2,5.39025,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.633713,21.116833,
149,Szymbark,Szymbark,PL,o3,66.205,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.633713,21.116833,
150,Szymbark,Szymbark,PL,pm10,7.14351,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.633713,21.116833,
151,Szymbark,Szymbark,PL,so2,4.24205,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.633713,21.116833,
152,"Żywiec, ul. Kopernika  83 a",Żywiec,PL,no2,5.17886,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.6716,19.234446,
153,"Żywiec, ul. Kopernika  83 a",Żywiec,PL,pm10,13.6014,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.6716,19.234446,
154,"Żywiec, ul. Kopernika  83 a",Żywiec,PL,so2,3.77603,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.6716,19.234446,
155,Krosno-Kletówki,Krosno,PL,pm10,11.1065,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.69017,21.7497,
156,"Ustroń, ul. Sanatoryjna 7",Ustroń,PL,no2,4.86691,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.71973,18.826721,
157,"Ustroń, ul. Sanatoryjna 7",Ustroń,PL,o3,71.1624,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.71973,18.826721,
158,"Ustroń, ul. Sanatoryjna 7",Ustroń,PL,pm10,14.1943,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.71973,18.826721,
159,"Ustroń, ul. Sanatoryjna 7",Ustroń,PL,so2,3.9275,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.71973,18.826721,
160,"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,co,363.75,2019-12-31 22:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
161,"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,no2,13.3022,2019-12-31 22:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
162,"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,o3,53.0933,2019-12-31 22:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
163,"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,pm10,28.2369,2019-12-31 21:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
164,"Cieszyn, ul. Mickiewicza 13",Cieszyn,PL,so2,9.43614,2019-12-31 22:00:00+00:00,µg/m³,GIOS,49.738136,18.639069,
165,"Sucha Beskidzka, ul. Nieszczyńskiej",Sucha Beskidzka,PL,pm10,6.17069,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.74313,19.60034,
166,Jaslo-Sikorskiego-WIOS,Jasło,PL,no2,5.2176,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.744884,21.454617,
167,Jaslo-Sikorskiego-WIOS,Jasło,PL,o3,58.4833,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.744884,21.454617,
168,Jaslo-Sikorskiego-WIOS,Jasło,PL,pm10,7.27094,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.744884,21.454617,
169,Jaslo-Sikorskiego-WIOS,Jasło,PL,pm25,3.25162,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.744884,21.454617,
170,Jaslo-Sikorskiego-WIOS,Jasło,PL,so2,0.11689,2020-05-19 23:00:00+00:00,µg/m³,GIOS,49.744884,21.454617,
171,Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,bc,0.2106,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
172,Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,no2,4.3882,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
173,Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,o3,75.97,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
174,Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,pm10,4.70379,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
175,Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,pm25,3.65767,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
176,Przemysl-Grunwaldzka-WIOS,Przemyśl,PL,so2,1.75175,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.78434,22.756239,
177,"Bielsko-Biała, ul.Partyzantów",Bielsko-Biała,PL,co,257.97,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.802074,19.04861,
178,"Bielsko-Biała, ul.Partyzantów",Bielsko-Biała,PL,no2,21.9423,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.802074,19.04861,
179,"Bielsko-Biała, ul.Partyzantów",Bielsko-Biała,PL,pm25,13.7687,2020-05-20 04:00:00+00:00,µg/m³,GIOS,49.802074,19.04861,
180,"Bielsko-Biała, ul. Kossak-Szczuckiej 19",Bielsko-Biała,PL,bc,0.32472,2020-05-20 05:00:00+00:00,µg/m³,GIOS,49.813465,19.027317,
